protein,calories,diet_type,dietary_restrictions,allergy_note,goal,session_minutes,fitness_level,activity_level,current_weight,target_calories,weeks,avg_daily_steps,bmi,resting_heart_rate,weekly_workouts,diet_quality,meal_recommendation,workout_recommendation,fitness_level_class,predicted_weight,workout_exercises,meal_highlights,fitness_guidance
18.53,781.16,veg,none,,fat_loss,87,beginner,moderate,88.99,2888.41,2,6375.27,31.1,90.17,12,average,Lentil Greens Salad,HIIT Starter Circuit,intermediate,89.62,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,High-fiber lentils with leafy greens and lemon dressing.,Use progressive overload and mix strength with conditioning.
45.65,767.17,veg,shellfish_allergy,,fat_loss,42,intermediate,high,81.36,2149.63,18,14059.86,24.92,76.84,1,poor,Lentil Greens Salad,Sprint Interval Circuit,beginner,79.44,Treadmill Sprint|Walking Recovery|Jump Squats|Push-Up to T Rotation|Plank Knee Drive,High-fiber lentils with leafy greens and lemon dressing.,"Focus on form, 3 sessions/week, and progressive consistency."
40.4,431.93,veg,none,,fat_loss,66,beginner,low,79.03,2267.67,4,15269.67,26.29,60.67,10,good,Lentil Greens Salad,HIIT Starter Circuit,intermediate,79.1,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,High-fiber lentils with leafy greens and lemon dressing.,Use progressive overload and mix strength with conditioning.
18.77,430.35,non_veg,none,,fat_loss,56,beginner,high,66.97,1834.13,23,3570.24,31.29,55.53,2,good,Grilled Fish Salad,Sprint Interval Circuit,intermediate,65.2,Treadmill Sprint|Walking Recovery|Jump Squats|Push-Up to T Rotation|Plank Knee Drive,Omega-rich fish with fresh vegetables and olive oil.,Use progressive overload and mix strength with conditioning.
20.92,524.05,non_veg,none,,muscle,85,beginner,high,107.13,2024.35,8,8427.36,20.62,86.05,10,poor,Chicken Quinoa Plate,Volume Hypertrophy Session,intermediate,106.14,Leg Press|Incline Dumbbell Press|Chest-Supported Row|Seated Leg Curl|Cable Lateral Raise,Lean chicken with quinoa and mixed vegetables.,Use progressive overload and mix strength with conditioning.
25.49,376.12,non_veg,gluten_intolerance,,muscle,73,beginner,high,94.08,2180.21,24,5466.06,29.14,50.36,11,poor,Chicken Quinoa Plate,Full Body Strength Basics,intermediate,92.27,Goblet Squat|Incline Push-Up|Dumbbell Row|Hip Bridge|Dead Bug,Lean chicken with quinoa and mixed vegetables.,Use progressive overload and mix strength with conditioning.
43.86,670.98,non_veg,egg_allergy,,fat_loss,63,intermediate,moderate,59.79,3063.54,21,12886.28,28.45,92.5,5,average,Grilled Fish Salad,Metabolic Conditioning,beginner,61.47,Kettlebell Swings|Thrusters|Rowing Intervals|Box Step-Ups|Battle Ropes,Omega-rich fish with fresh vegetables and olive oil.,"Focus on form, 3 sessions/week, and progressive consistency."
50.13,560.78,veg,none,,fat_loss,45,beginner,low,96.94,2849.03,9,4195.54,17.51,86.55,11,poor,Lentil Greens Salad,HIIT Starter Circuit,beginner,98.76,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,High-fiber lentils with leafy greens and lemon dressing.,"Focus on form, 3 sessions/week, and progressive consistency."
28.38,288.67,veg,soy_allergy,,maintenance,24,intermediate,moderate,102.8,2468.13,20,5589.73,26.31,55.36,9,average,Veggie Brown Rice Plate,Express Bodyweight Burner,intermediate,102.59,Jumping Jacks|Push-Ups|Air Squats|Mountain Climbers|Plank Hold,Brown rice with mixed vegetables and legumes.,Use progressive overload and mix strength with conditioning.
43.32,629.25,veg,none,,fat_loss,83,intermediate,moderate,107.34,1445.77,11,4501.14,27.01,56.11,1,good,Lentil Greens Salad,Metabolic Conditioning,intermediate,106.55,Kettlebell Swings|Thrusters|Rowing Intervals|Box Step-Ups|Battle Ropes,High-fiber lentils with leafy greens and lemon dressing.,Use progressive overload and mix strength with conditioning.
37.09,558.35,veg,none,,muscle,68,intermediate,low,78.28,2713.2,16,8184.68,23.79,52.23,9,average,Tofu Power Bowl,Upper Lower Strength Split,intermediate,79.99,Barbell Bench Press|Romanian Deadlift|Lat Pulldown|Walking Lunges|Dumbbell Shoulder Press,"Balanced tofu bowl with quinoa, greens, and seeds.",Use progressive overload and mix strength with conditioning.
30.14,783.51,veg,egg_allergy|shellfish_allergy,,maintenance,72,beginner,moderate,62.42,2319.01,13,8344.85,24.82,73.07,7,average,Chickpea Spinach Stir Fry,Mobility and Core Flow,intermediate,61.93,Cat-Cow Stretch|World's Greatest Stretch|Side Plank|Bird Dog|Glute Bridge March,Plant-protein chickpeas with sauteed spinach.,Use progressive overload and mix strength with conditioning.
44.37,272.79,non_veg,none,,fat_loss,22,intermediate,moderate,101.37,1808.5,15,9243.13,25.65,54.0,3,average,Turkey Lettuce Wrap,Express Bodyweight Burner,intermediate,100.65,Jumping Jacks|Push-Ups|Air Squats|Mountain Climbers|Plank Hold,Low-calorie turkey wraps with crunchy lettuce.,Use progressive overload and mix strength with conditioning.
49.81,399.31,non_veg,gluten_intolerance,,fat_loss,29,intermediate,moderate,102.06,3179.94,17,8095.44,23.91,48.26,10,average,Chicken Quinoa Plate,Metabolic Conditioning,advanced,103.77,Kettlebell Swings|Thrusters|Rowing Intervals|Box Step-Ups|Battle Ropes,Lean chicken with quinoa and mixed vegetables.,"Periodize training, recover well, and target performance blocks."
35.28,359.78,veg,shellfish_allergy,,fat_loss,34,beginner,low,51.51,2884.01,15,8670.17,24.4,72.45,6,poor,Lentil Greens Salad,HIIT Starter Circuit,beginner,53.74,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,High-fiber lentils with leafy greens and lemon dressing.,"Focus on form, 3 sessions/week, and progressive consistency."
50.53,394.05,non_veg,none,,muscle,29,beginner,low,104.2,2610.16,20,3184.4,28.21,61.26,1,poor,High-Protein Grilled Chicken,Full Body Strength Basics,beginner,107.7,Goblet Squat|Incline Push-Up|Dumbbell Row|Hip Bridge|Dead Bug,High-protein grilled chicken with vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
26.42,854.78,non_veg,none,,maintenance,42,beginner,high,60.47,2961.3,3,9167.8,26.46,71.6,3,average,Turkey Rice Bowl,Mobility and Core Flow,intermediate,60.72,Cat-Cow Stretch|World's Greatest Stretch|Side Plank|Bird Dog|Glute Bridge March,Lean turkey with rice and roasted vegetables.,Use progressive overload and mix strength with conditioning.
16.8,551.19,non_veg,none,,maintenance,82,beginner,moderate,61.59,1570.17,19,11511.27,22.5,81.51,2,good,Turkey Rice Bowl,Mobility and Core Flow,intermediate,58.41,Cat-Cow Stretch|World's Greatest Stretch|Side Plank|Bird Dog|Glute Bridge March,Lean turkey with rice and roasted vegetables.,Use progressive overload and mix strength with conditioning.
20.96,715.94,non_veg,none,,maintenance,89,intermediate,low,49.26,2907.57,6,13544.47,17.82,55.97,11,average,Turkey Rice Bowl,Strength and Cardio Mix,intermediate,50.4,Dumbbell Squat to Press|Assault Bike|Seated Cable Row|Step-Ups|Russian Twists,Lean turkey with rice and roasted vegetables.,Use progressive overload and mix strength with conditioning.
52.94,808.32,non_veg,shellfish_allergy,,muscle,30,intermediate,low,62.42,2242.24,15,7658.81,33.39,82.53,6,average,High-Protein Grilled Chicken,Upper Lower Strength Split,beginner,63.25,Barbell Bench Press|Romanian Deadlift|Lat Pulldown|Walking Lunges|Dumbbell Shoulder Press,High-protein grilled chicken with vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
20.43,829.94,non_veg,gluten_intolerance|lactose_intolerance,,muscle,69,intermediate,moderate,90.35,1938.87,5,5707.54,32.04,65.64,10,average,Dairy-Free Protein Bowl,Upper Lower Strength Split,intermediate,90.22,Barbell Bench Press|Romanian Deadlift|Lat Pulldown|Walking Lunges|Dumbbell Shoulder Press,Lactose-safe protein meal without milk products.,Use progressive overload and mix strength with conditioning.
40.21,705.65,veg,none,,maintenance,48,beginner,low,93.35,2257.38,17,10581.25,26.34,71.96,5,poor,Veggie Brown Rice Plate,Mobility and Core Flow,beginner,94.33,Cat-Cow Stretch|World's Greatest Stretch|Side Plank|Bird Dog|Glute Bridge March,Brown rice with mixed vegetables and legumes.,"Focus on form, 3 sessions/week, and progressive consistency."
32.52,886.7,veg,shellfish_allergy,,maintenance,31,beginner,low,107.27,2926.51,9,7272.46,19.26,76.45,1,good,Veggie Brown Rice Plate,Mobility and Core Flow,beginner,108.83,Cat-Cow Stretch|World's Greatest Stretch|Side Plank|Bird Dog|Glute Bridge March,Brown rice with mixed vegetables and legumes.,"Focus on form, 3 sessions/week, and progressive consistency."
17.98,659.92,non_veg,lactose_intolerance,,maintenance,82,advanced,moderate,89.52,3031.79,24,6270.93,17.95,59.54,6,good,Turkey Rice Bowl,Hybrid Endurance Strength,intermediate,92.0,Front Squat|Pull-Ups|Farmer Carry|Stationary Bike Intervals|Hanging Knee Raises,Lean turkey with rice and roasted vegetables.,Use progressive overload and mix strength with conditioning.
52.2,838.59,veg,lactose_intolerance|soy_allergy,,muscle,82,beginner,high,88.59,1500.57,17,13217.49,29.59,62.66,2,poor,High-Protein Chickpea Stir Fry,Volume Hypertrophy Session,beginner,85.17,Leg Press|Incline Dumbbell Press|Chest-Supported Row|Seated Leg Curl|Cable Lateral Raise,High-protein chickpea meal for muscle gain.,"Focus on form, 3 sessions/week, and progressive consistency."
52.16,807.8,non_veg,none,,maintenance,56,beginner,moderate,94.65,2028.34,8,9482.3,32.16,51.46,4,good,Turkey Rice Bowl,Mobility and Core Flow,intermediate,93.45,Cat-Cow Stretch|World's Greatest Stretch|Side Plank|Bird Dog|Glute Bridge March,Lean turkey with rice and roasted vegetables.,Use progressive overload and mix strength with conditioning.
42.5,694.97,veg,nut_allergy,,fat_loss,54,intermediate,high,85.68,2415.92,22,15481.22,20.2,65.14,12,average,Moong Sprout Salad,Sprint Interval Circuit,advanced,83.2,Treadmill Sprint|Walking Recovery|Jump Squats|Push-Up to T Rotation|Plank Knee Drive,Nut-free sprouts salad with herbs and lime.,"Periodize training, recover well, and target performance blocks."
43.98,413.06,veg,nut_allergy,,muscle,65,advanced,moderate,95.29,2990.66,12,7381.57,17.86,76.92,12,good,High-Protein Chickpea Stir Fry,Push Pull Legs Intense,advanced,97.74,Barbell Back Squat|Bench Press|Bent-Over Row|Overhead Press|Conventional Deadlift,High-protein chickpea meal for muscle gain.,"Periodize training, recover well, and target performance blocks."
23.25,640.8,veg,egg_allergy|gluten_intolerance,,muscle,38,intermediate,low,92.7,1931.28,14,3145.21,24.75,61.64,6,average,Quinoa Vegetable Plate,Upper Lower Strength Split,beginner,93.78,Barbell Bench Press|Romanian Deadlift|Lat Pulldown|Walking Lunges|Dumbbell Shoulder Press,Gluten-aware quinoa plate with seasonal vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
39.58,538.28,veg,soy_allergy,,fat_loss,51,beginner,low,90.04,1482.49,17,8547.0,33.84,57.71,3,poor,Lentil Greens Salad,HIIT Starter Circuit,beginner,89.96,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,High-fiber lentils with leafy greens and lemon dressing.,"Focus on form, 3 sessions/week, and progressive consistency."
18.45,326.99,veg,none,,fat_loss,89,beginner,moderate,107.19,1876.89,16,12360.07,19.24,73.98,8,poor,Low-Cal Veg Soup,HIIT Starter Circuit,intermediate,105.67,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,Low-calorie vegetable soup for fat-loss support.,Use progressive overload and mix strength with conditioning.
44.7,602.05,non_veg,egg_allergy,,maintenance,26,intermediate,low,64.39,2370.52,4,14139.98,19.5,92.72,9,good,Turkey Rice Bowl,Strength and Cardio Mix,intermediate,64.57,Dumbbell Squat to Press|Assault Bike|Seated Cable Row|Step-Ups|Russian Twists,Lean turkey with rice and roasted vegetables.,Use progressive overload and mix strength with conditioning.
48.17,541.19,veg,nut_allergy,,fat_loss,39,intermediate,moderate,85.05,1589.99,23,16687.66,27.04,79.06,8,average,Moong Sprout Salad,Metabolic Conditioning,intermediate,81.15,Kettlebell Swings|Thrusters|Rowing Intervals|Box Step-Ups|Battle Ropes,Nut-free sprouts salad with herbs and lime.,Use progressive overload and mix strength with conditioning.
49.17,615.55,non_veg,egg_allergy,,maintenance,85,intermediate,low,89.98,2349.86,14,8078.99,28.53,61.33,3,poor,Turkey Rice Bowl,Strength and Cardio Mix,beginner,90.91,Dumbbell Squat to Press|Assault Bike|Seated Cable Row|Step-Ups|Russian Twists,Lean turkey with rice and roasted vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
18.14,324.12,veg,none,,muscle,66,beginner,moderate,116.33,2518.8,9,11507.23,21.75,82.69,10,poor,Tofu Power Bowl,Full Body Strength Basics,intermediate,115.97,Goblet Squat|Incline Push-Up|Dumbbell Row|Hip Bridge|Dead Bug,"Balanced tofu bowl with quinoa, greens, and seeds.",Use progressive overload and mix strength with conditioning.
34.5,614.84,veg,none,,muscle,78,intermediate,low,69.43,2377.01,17,10175.15,26.01,84.19,5,good,Tofu Power Bowl,Volume Hypertrophy Session,beginner,70.99,Leg Press|Incline Dumbbell Press|Chest-Supported Row|Seated Leg Curl|Cable Lateral Raise,"Balanced tofu bowl with quinoa, greens, and seeds.","Focus on form, 3 sessions/week, and progressive consistency."
29.04,842.78,non_veg,none,,maintenance,36,beginner,moderate,58.39,1763.85,15,13823.47,31.44,83.59,12,average,Turkey Rice Bowl,Mobility and Core Flow,intermediate,56.0,Cat-Cow Stretch|World's Greatest Stretch|Side Plank|Bird Dog|Glute Bridge March,Lean turkey with rice and roasted vegetables.,Use progressive overload and mix strength with conditioning.
46.29,452.93,veg,none,,fat_loss,46,beginner,moderate,77.99,1415.23,4,5124.61,32.87,60.35,1,poor,Lentil Greens Salad,HIIT Starter Circuit,beginner,77.55,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,High-fiber lentils with leafy greens and lemon dressing.,"Focus on form, 3 sessions/week, and progressive consistency."
29.26,692.13,non_veg,nut_allergy|shellfish_allergy,,fat_loss,65,intermediate,high,114.7,1651.13,2,3994.47,34.99,71.5,3,poor,Lean Chicken Veg Plate,Sprint Interval Circuit,beginner,115.34,Treadmill Sprint|Walking Recovery|Jump Squats|Push-Up to T Rotation|Plank Knee Drive,Shellfish-free lean chicken and vegetable plate.,"Focus on form, 3 sessions/week, and progressive consistency."
26.96,377.1,non_veg,none,,muscle,86,beginner,low,90.07,2705.02,13,3722.8,18.78,76.27,6,average,Chicken Quinoa Plate,Volume Hypertrophy Session,beginner,92.49,Leg Press|Incline Dumbbell Press|Chest-Supported Row|Seated Leg Curl|Cable Lateral Raise,Lean chicken with quinoa and mixed vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
38.41,647.22,veg,egg_allergy|shellfish_allergy,,fat_loss,59,advanced,moderate,107.11,2381.6,2,15696.39,29.46,85.93,3,good,Chickpea Spinach Stir Fry,Athlete HIIT Blast,beginner,107.36,Sprint Intervals|Box Jumps|Burpee Broad Jumps|Medicine Ball Slams|Skater Hops,Plant-protein chickpeas with sauteed spinach.,"Focus on form, 3 sessions/week, and progressive consistency."
19.55,474.14,non_veg,none,,muscle,63,beginner,moderate,101.46,1463.1,20,15439.97,29.49,67.97,10,poor,Chicken Quinoa Plate,Full Body Strength Basics,intermediate,98.12,Goblet Squat|Incline Push-Up|Dumbbell Row|Hip Bridge|Dead Bug,Lean chicken with quinoa and mixed vegetables.,Use progressive overload and mix strength with conditioning.
41.17,834.89,non_veg,none,,fat_loss,72,beginner,moderate,67.58,1469.95,19,12781.16,19.38,87.57,5,poor,Grilled Fish Salad,HIIT Starter Circuit,beginner,64.85,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,Omega-rich fish with fresh vegetables and olive oil.,"Focus on form, 3 sessions/week, and progressive consistency."
14.27,589.63,veg,nut_allergy|soy_allergy,,maintenance,65,beginner,low,49.26,1821.34,23,7041.88,24.85,51.61,11,good,Veggie Brown Rice Plate,Mobility and Core Flow,intermediate,49.71,Cat-Cow Stretch|World's Greatest Stretch|Side Plank|Bird Dog|Glute Bridge March,Brown rice with mixed vegetables and legumes.,Use progressive overload and mix strength with conditioning.
48.33,530.41,veg,none,,fat_loss,80,intermediate,low,77.13,2817.49,13,12878.22,17.27,53.34,8,poor,Lentil Greens Salad,Metabolic Conditioning,beginner,78.21,Kettlebell Swings|Thrusters|Rowing Intervals|Box Step-Ups|Battle Ropes,High-fiber lentils with leafy greens and lemon dressing.,"Focus on form, 3 sessions/week, and progressive consistency."
48.67,860.25,non_veg,none,,muscle,49,beginner,moderate,117.32,2976.74,10,16761.63,22.0,70.47,2,poor,High-Protein Grilled Chicken,Full Body Strength Basics,beginner,117.63,Goblet Squat|Incline Push-Up|Dumbbell Row|Hip Bridge|Dead Bug,High-protein grilled chicken with vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
23.42,751.29,non_veg,none,,fat_loss,40,advanced,moderate,99.55,2452.43,15,5123.47,20.31,82.1,10,average,Grilled Fish Salad,Athlete HIIT Blast,intermediate,100.19,Sprint Intervals|Box Jumps|Burpee Broad Jumps|Medicine Ball Slams|Skater Hops,Omega-rich fish with fresh vegetables and olive oil.,Use progressive overload and mix strength with conditioning.
22.9,640.37,non_veg,egg_allergy,,maintenance,66,beginner,moderate,115.9,1350.77,18,7779.15,20.0,63.54,8,good,Turkey Rice Bowl,Mobility and Core Flow,advanced,113.84,Cat-Cow Stretch|World's Greatest Stretch|Side Plank|Bird Dog|Glute Bridge March,Lean turkey with rice and roasted vegetables.,"Periodize training, recover well, and target performance blocks."
14.63,360.85,veg,egg_allergy,,maintenance,76,advanced,moderate,88.25,2734.23,23,8056.91,21.17,54.67,9,average,Chickpea Spinach Stir Fry,Hybrid Endurance Strength,intermediate,88.97,Front Squat|Pull-Ups|Farmer Carry|Stationary Bike Intervals|Hanging Knee Raises,Plant-protein chickpeas with sauteed spinach.,Use progressive overload and mix strength with conditioning.
38.83,323.89,non_veg,lactose_intolerance,,muscle,78,beginner,low,60.51,2177.82,17,13917.48,35.05,72.03,9,good,Dairy-Free Protein Bowl,Volume Hypertrophy Session,beginner,60.06,Leg Press|Incline Dumbbell Press|Chest-Supported Row|Seated Leg Curl|Cable Lateral Raise,Lactose-safe protein meal without milk products.,"Focus on form, 3 sessions/week, and progressive consistency."
14.51,715.36,veg,none,,fat_loss,86,beginner,low,107.97,1618.99,9,5200.09,29.5,66.9,9,poor,Lentil Greens Salad,HIIT Starter Circuit,beginner,107.89,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,High-fiber lentils with leafy greens and lemon dressing.,"Focus on form, 3 sessions/week, and progressive consistency."
47.02,669.8,non_veg,none,,maintenance,21,beginner,low,55.74,2401.52,23,14716.12,17.92,71.52,9,average,Turkey Rice Bowl,Express Bodyweight Burner,intermediate,55.86,Jumping Jacks|Push-Ups|Air Squats|Mountain Climbers|Plank Hold,Lean turkey with rice and roasted vegetables.,Use progressive overload and mix strength with conditioning.
24.29,878.52,veg,nut_allergy,,muscle,64,beginner,moderate,99.05,2883.49,17,12706.84,28.55,68.93,2,good,Tofu Power Bowl,Full Body Strength Basics,intermediate,99.75,Goblet Squat|Incline Push-Up|Dumbbell Row|Hip Bridge|Dead Bug,"Balanced tofu bowl with quinoa, greens, and seeds.",Use progressive overload and mix strength with conditioning.
44.14,650.65,non_veg,none,,maintenance,53,intermediate,moderate,115.05,2540.91,13,10290.53,27.11,63.51,3,average,Turkey Rice Bowl,Strength and Cardio Mix,beginner,115.82,Dumbbell Squat to Press|Assault Bike|Seated Cable Row|Step-Ups|Russian Twists,Lean turkey with rice and roasted vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
13.85,345.28,veg,gluten_intolerance,,muscle,57,beginner,moderate,65.04,3072.01,20,11659.15,33.71,77.93,6,average,Quinoa Vegetable Plate,Full Body Strength Basics,beginner,66.64,Goblet Squat|Incline Push-Up|Dumbbell Row|Hip Bridge|Dead Bug,Gluten-aware quinoa plate with seasonal vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
47.34,311.19,non_veg,none,,fat_loss,82,beginner,high,76.83,3056.28,14,6793.47,34.71,58.28,2,average,Turkey Lettuce Wrap,Sprint Interval Circuit,beginner,76.63,Treadmill Sprint|Walking Recovery|Jump Squats|Push-Up to T Rotation|Plank Knee Drive,Low-calorie turkey wraps with crunchy lettuce.,"Focus on form, 3 sessions/week, and progressive consistency."
51.86,772.98,veg,none,,fat_loss,82,beginner,low,103.64,1496.3,16,3785.27,19.31,90.25,0,average,Lentil Greens Salad,HIIT Starter Circuit,beginner,104.14,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,High-fiber lentils with leafy greens and lemon dressing.,"Focus on form, 3 sessions/week, and progressive consistency."
20.94,478.52,veg,none,,muscle,54,intermediate,moderate,76.76,3164.37,20,11051.4,25.83,83.35,0,average,Tofu Power Bowl,Upper Lower Strength Split,beginner,78.3,Barbell Bench Press|Romanian Deadlift|Lat Pulldown|Walking Lunges|Dumbbell Shoulder Press,"Balanced tofu bowl with quinoa, greens, and seeds.","Focus on form, 3 sessions/week, and progressive consistency."
21.25,722.29,non_veg,lactose_intolerance,,fat_loss,83,beginner,moderate,58.04,2517.69,15,14124.23,19.9,50.46,8,average,Grilled Fish Salad,HIIT Starter Circuit,intermediate,56.45,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,Omega-rich fish with fresh vegetables and olive oil.,Use progressive overload and mix strength with conditioning.
36.94,565.34,veg,lactose_intolerance,,maintenance,40,beginner,moderate,110.39,2610.36,21,12193.81,27.22,67.53,1,average,Veggie Brown Rice Plate,Mobility and Core Flow,beginner,110.22,Cat-Cow Stretch|World's Greatest Stretch|Side Plank|Bird Dog|Glute Bridge March,Brown rice with mixed vegetables and legumes.,"Focus on form, 3 sessions/week, and progressive consistency."
51.3,458.85,non_veg,none,,maintenance,42,advanced,low,113.48,1550.24,11,3106.38,25.45,76.65,2,good,Turkey Rice Bowl,Hybrid Endurance Strength,beginner,113.61,Front Squat|Pull-Ups|Farmer Carry|Stationary Bike Intervals|Hanging Knee Raises,Lean turkey with rice and roasted vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
42.59,509.26,veg,nut_allergy,,muscle,27,beginner,low,99.22,2695.87,6,6021.78,20.11,81.76,9,good,High-Protein Chickpea Stir Fry,Full Body Strength Basics,intermediate,99.82,Goblet Squat|Incline Push-Up|Dumbbell Row|Hip Bridge|Dead Bug,High-protein chickpea meal for muscle gain.,Use progressive overload and mix strength with conditioning.
41.2,716.21,veg,lactose_intolerance,,maintenance,63,beginner,low,52.26,2497.19,15,5640.86,31.09,64.87,2,average,Veggie Brown Rice Plate,Mobility and Core Flow,beginner,53.91,Cat-Cow Stretch|World's Greatest Stretch|Side Plank|Bird Dog|Glute Bridge March,Brown rice with mixed vegetables and legumes.,"Focus on form, 3 sessions/week, and progressive consistency."
47.29,604.55,non_veg,none,,muscle,56,intermediate,high,58.63,1898.33,12,6757.27,32.86,55.93,9,poor,High-Protein Grilled Chicken,Upper Lower Strength Split,intermediate,57.29,Barbell Bench Press|Romanian Deadlift|Lat Pulldown|Walking Lunges|Dumbbell Shoulder Press,High-protein grilled chicken with vegetables.,Use progressive overload and mix strength with conditioning.
23.48,333.0,veg,none,,muscle,85,intermediate,low,70.58,2171.99,7,7782.04,26.07,63.64,10,good,Tofu Power Bowl,Volume Hypertrophy Session,intermediate,71.22,Leg Press|Incline Dumbbell Press|Chest-Supported Row|Seated Leg Curl|Cable Lateral Raise,"Balanced tofu bowl with quinoa, greens, and seeds.",Use progressive overload and mix strength with conditioning.
36.71,270.2,non_veg,none,,fat_loss,42,intermediate,high,116.42,3071.12,3,12159.37,32.8,83.24,3,average,Turkey Lettuce Wrap,Sprint Interval Circuit,beginner,115.78,Treadmill Sprint|Walking Recovery|Jump Squats|Push-Up to T Rotation|Plank Knee Drive,Low-calorie turkey wraps with crunchy lettuce.,"Focus on form, 3 sessions/week, and progressive consistency."
22.74,743.37,non_veg,egg_allergy|nut_allergy,,fat_loss,81,beginner,low,57.57,3067.85,17,13265.14,30.7,83.26,3,average,Grilled Fish Salad,HIIT Starter Circuit,beginner,60.43,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,Omega-rich fish with fresh vegetables and olive oil.,"Focus on form, 3 sessions/week, and progressive consistency."
28.72,703.99,veg,none,,muscle,89,intermediate,moderate,59.02,1336.2,17,5351.65,32.12,92.05,10,average,Tofu Power Bowl,Volume Hypertrophy Session,beginner,57.12,Leg Press|Incline Dumbbell Press|Chest-Supported Row|Seated Leg Curl|Cable Lateral Raise,"Balanced tofu bowl with quinoa, greens, and seeds.","Focus on form, 3 sessions/week, and progressive consistency."
42.74,251.09,non_veg,none,,muscle,34,beginner,moderate,106.88,2098.81,5,16444.12,21.22,67.4,10,good,High-Protein Grilled Chicken,Full Body Strength Basics,advanced,106.87,Goblet Squat|Incline Push-Up|Dumbbell Row|Hip Bridge|Dead Bug,High-protein grilled chicken with vegetables.,"Periodize training, recover well, and target performance blocks."
28.53,521.96,non_veg,none,,fat_loss,78,beginner,high,62.95,2002.87,8,11833.99,26.52,54.84,7,good,Grilled Fish Salad,Sprint Interval Circuit,advanced,61.59,Treadmill Sprint|Walking Recovery|Jump Squats|Push-Up to T Rotation|Plank Knee Drive,Omega-rich fish with fresh vegetables and olive oil.,"Periodize training, recover well, and target performance blocks."
48.76,379.76,non_veg,nut_allergy,,fat_loss,31,advanced,moderate,64.64,2879.83,17,10811.8,31.16,65.81,2,average,Grilled Fish Salad,Athlete HIIT Blast,beginner,65.78,Sprint Intervals|Box Jumps|Burpee Broad Jumps|Medicine Ball Slams|Skater Hops,Omega-rich fish with fresh vegetables and olive oil.,"Focus on form, 3 sessions/week, and progressive consistency."
41.21,678.95,veg,none,,muscle,85,intermediate,low,51.63,2934.23,3,3535.7,33.42,75.77,9,average,Tofu Power Bowl,Volume Hypertrophy Session,beginner,52.46,Leg Press|Incline Dumbbell Press|Chest-Supported Row|Seated Leg Curl|Cable Lateral Raise,"Balanced tofu bowl with quinoa, greens, and seeds.","Focus on form, 3 sessions/week, and progressive consistency."
33.28,719.8,non_veg,none,,muscle,57,intermediate,high,82.22,1528.96,11,5775.4,21.47,68.34,5,poor,Chicken Quinoa Plate,Upper Lower Strength Split,intermediate,79.48,Barbell Bench Press|Romanian Deadlift|Lat Pulldown|Walking Lunges|Dumbbell Shoulder Press,Lean chicken with quinoa and mixed vegetables.,Use progressive overload and mix strength with conditioning.
45.51,358.47,veg,none,,muscle,72,beginner,high,99.65,3001.89,21,15192.05,21.99,79.02,11,average,High-Protein Chickpea Stir Fry,Full Body Strength Basics,advanced,99.44,Goblet Squat|Incline Push-Up|Dumbbell Row|Hip Bridge|Dead Bug,High-protein chickpea meal for muscle gain.,"Periodize training, recover well, and target performance blocks."
16.35,550.27,non_veg,nut_allergy,,fat_loss,85,beginner,moderate,117.63,2214.11,24,4806.08,25.77,92.22,11,average,Grilled Fish Salad,HIIT Starter Circuit,intermediate,118.01,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,Omega-rich fish with fresh vegetables and olive oil.,Use progressive overload and mix strength with conditioning.
30.68,760.58,non_veg,shellfish_allergy,,muscle,61,advanced,low,93.34,2005.68,23,2586.92,31.06,70.92,3,good,Lean Chicken Veg Plate,Push Pull Legs Intense,beginner,95.74,Barbell Back Squat|Bench Press|Bent-Over Row|Overhead Press|Conventional Deadlift,Shellfish-free lean chicken and vegetable plate.,"Focus on form, 3 sessions/week, and progressive consistency."
